EmployeeNumber,Age,Department,DistanceFromHome,Education,EducationField,Gender,JobRole,JobLevel,MaritalStatus,MonthlyIncome,MonthlyRate,NumCompaniesWorked,Over18,StandardHours,StockOptionLevel,TotalWorkingYears,YearsAtCompany,YearsInCurrentRole,YearsSinceLastPromotion,YearsWithCurrManager
1303,25,Research & Development,1,3,Medical,Female,Research Scientist,1,Single,2096,18830,1,1,80,0,2,2,2,2,1
1304,32,Sales,8,3,Medical,Male,Sales Executive,2,Married,6209,11693,1,1,80,2,10,10,7,0,8
1306,45,Research & Development,25,3,Medical,Female,Manager,5,Single,18061,13035,3,1,80,0,22,0,0,0,0
1307,39,Research & Development,13,4,Medical,Female,Manager,4,Divorced,17123,17334,6,1,80,2,21,19,9,15,2
1308,58,Research & Development,23,4,Life Sciences,Male,Research Scientist,1,Divorced,2372,26076,1,1,80,2,2,2,2,2,2
1309,32,Research & Development,7,2,Life Sciences,Male,Laboratory Technician,2,Married,4883,22845,1,1,80,1,10,10,4,1,1
1310,39,Research & Development,23,3,Medical,Male,Research Scientist,1,Single,3904,22154,0,1,80,0,6,5,2,0,3
1311,30,Research & Development,6,3,Technical Degree,Female,Laboratory Technician,2,Married,4627,23631,0,1,80,1,10,9,2,6,7
1312,36,Research & Development,10,4,Technical Degree,Female,Healthcare Representative,3,Married,7094,5747,3,1,80,0,10,7,7,1,7
1314,46,Human Resources,1,2,Life Sciences,Female,Human Resources,1,Single,3423,22957,6,1,80,0,10,7,6,5,7
1315,28,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,2,Married,6674,16392,0,1,80,3,10,9,8,7,5
1317,50,Research & Development,28,3,Life Sciences,Female,Research Director,4,Married,16880,22422,4,1,80,0,25,3,2,1,2
1318,40,Sales,25,4,Marketing,Male,Sales Executive,3,Single,9094,17235,2,1,80,0,9,5,4,1,0
1319,52,Sales,5,3,Life Sciences,Male,Sales Executive,3,Single,8446,21534,9,1,80,0,10,8,7,7,7
1321,30,Research & Development,17,4,Medical,Female,Manager,3,Married,11916,25927,1,1,80,2,9,9,1,0,8
1322,39,Research & Development,18,2,Life Sciences,Male,Manufacturing Director,2,Single,4534,13352,0,1,80,0,9,8,7,1,7
1324,31,Sales,2,4,Life Sciences,Female,Sales Executive,3,Divorced,9852,8935,1,1,80,1,10,10,8,9,6
1329,41,Sales,10,2,Medical,Male,Sales Executive,2,Single,6151,22074,1,1,80,0,19,19,2,11,9
1331,31,Sales,1,3,Life Sciences,Female,Sales Representative,1,Single,2302,8319,1,1,80,0,3,3,2,2,2
1333,44,Research & Development,3,3,Life Sciences,Male,Laboratory Technician,1,Married,2362,14669,4,1,80,0,10,3,2,1,2
1334,42,Research & Development,2,1,Life Sciences,Male,Manager,4,Married,17861,26582,0,1,80,0,21,20,8,2,10
1336,55,Research & Development,2,2,Medical,Female,Manager,5,Married,19187,6992,4,1,80,1,23,19,9,9,11
1338,56,Human Resources,8,4,Life Sciences,Male,Manager,5,Single,19717,4022,6,1,80,0,36,7,3,7,7
1340,40,Research & Development,16,2,Life Sciences,Male,Research Scientist,1,Divorced,3544,8532,9,1,80,1,6,4,2,0,0
1344,34,Research & Development,9,3,Life Sciences,Male,Healthcare Representative,3,Divorced,8500,5494,0,1,80,1,10,9,7,1,6
1346,40,Research & Development,2,3,Life Sciences,Male,Research Scientist,2,Single,4661,22455,1,1,80,0,9,9,8,8,8
1349,41,Sales,1,3,Marketing,Female,Sales Executive,2,Divorced,4103,4297,0,1,80,1,10,9,3,1,7
1350,35,Research & Development,4,4,Life Sciences,Male,Research Scientist,2,Single,4249,2690,1,1,80,0,9,9,6,1,1
1352,51,Human Resources,5,3,Life Sciences,Male,Manager,4,Divorced,14026,17588,1,1,80,1,33,33,9,0,10
1355,38,Sales,2,2,Life Sciences,Female,Sales Executive,2,Divorced,6893,19461,3,1,80,1,11,7,7,1,7
1356,34,Sales,15,2,Medical,Female,Sales Executive,2,Single,6125,23553,1,1,80,0,10,10,8,9,6
1358,25,Research & Development,19,1,Medical,Male,Laboratory Technician,1,Married,3669,9075,3,1,80,3,7,3,2,1,2
1360,58,Research & Development,7,4,Medical,Female,Manufacturing Director,3,Married,10008,12023,7,1,80,0,31,10,9,5,9
1361,40,Research & Development,1,4,Life Sciences,Male,Laboratory Technician,1,Married,2387,6762,3,1,80,1,7,4,2,0,3
1362,36,Sales,7,3,Marketing,Female,Sales Executive,2,Married,4639,2261,2,1,80,1,17,15,7,6,13
1363,48,Research & Development,4,3,Life Sciences,Male,Manufacturing Director,3,Single,7898,18706,1,1,80,0,11,10,9,0,8
1364,27,Sales,11,3,Medical,Female,Sales Representative,1,Married,2534,6527,8,1,80,1,5,1,0,0,0
1367,51,Research & Development,11,2,Technical Degree,Female,Manufacturing Director,4,Single,13142,24439,3,1,80,0,29,5,2,0,3
1368,18,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,1,Single,1611,19305,1,1,80,0,0,0,0,0,0
1369,35,Research & Development,1,3,Medical,Female,Laboratory Technician,2,Married,5363,10846,0,1,80,1,10,9,7,0,0
1371,27,Sales,2,1,Life Sciences,Male,Sales Executive,2,Single,5071,20392,3,1,80,0,8,6,2,0,0
1372,55,Sales,13,4,Marketing,Male,Sales Executive,4,Single,13695,9277,6,1,80,0,24,19,7,3,8
1373,56,Research & Development,23,3,Life Sciences,Male,Manufacturing Director,4,Married,13402,18235,4,1,80,1,33,19,16,15,9
1374,34,Research & Development,26,1,Technical Degree,Female,Research Scientist,1,Divorced,2029,15891,1,1,80,3,5,5,4,0,0
1375,40,Research & Development,2,1,Medical,Female,Healthcare Representative,2,Divorced,6377,13888,5,1,80,3,15,12,11,11,8
1377,34,Research & Development,29,3,Medical,Male,Laboratory Technician,2,Married,5429,17491,4,1,80,2,10,8,7,7,7
1379,31,Sales,2,3,Life Sciences,Female,Sales Representative,1,Single,2785,11882,7,1,80,0,3,1,0,0,0
1380,35,Sales,18,4,Marketing,Female,Sales Executive,2,Married,4614,23288,0,1,80,1,5,4,2,3,2
1382,38,Research & Development,7,3,Life Sciences,Male,Research Scientist,1,Divorced,2610,15748,1,1,80,3,4,4,2,0,3
1383,34,Research & Development,2,4,Technical Degree,Female,Healthcare Representative,2,Single,6687,6163,1,1,80,0,14,14,11,4,11
1387,28,Sales,26,3,Life Sciences,Male,Sales Executive,2,Married,4724,24232,1,1,80,1,5,5,3,0,4
1389,31,Research & Development,22,4,Medical,Male,Manufacturing Director,2,Married,6179,21057,1,1,80,2,10,10,2,6,7
1390,39,Sales,21,4,Life Sciences,Male,Sales Executive,2,Married,6120,3567,3,1,80,2,8,5,4,1,4
1391,51,Sales,2,3,Marketing,Male,Sales Executive,3,Married,10596,15395,2,1,80,0,14,4,2,3,2
1392,41,Research & Development,22,3,Life Sciences,Female,Research Scientist,2,Divorced,5467,13953,3,1,80,2,12,6,2,3,3
1394,37,Research & Development,4,1,Life Sciences,Male,Research Scientist,1,Married,2996,5182,7,1,80,0,8,6,4,1,3
1395,33,Sales,5,1,Life Sciences,Male,Sales Executive,2,Married,9998,19293,6,1,80,0,8,5,4,1,2
1396,32,Sales,2,1,Marketing,Male,Sales Executive,2,Married,4078,20497,0,1,80,3,4,3,2,1,2
1397,39,Research & Development,25,2,Life Sciences,Male,Healthcare Representative,3,Married,10920,3449,3,1,80,1,13,6,4,0,5
1399,25,Sales,18,1,Life Sciences,Male,Sales Executive,2,Married,6232,12477,2,1,80,0,6,3,2,1,2
1401,52,Research & Development,28,2,Medical,Female,Manufacturing Director,4,Married,13247,9731,2,1,80,1,24,5,3,0,2
1402,43,Research & Development,6,3,Medical,Female,Research Scientist,2,Single,4081,20003,1,1,80,0,20,20,7,1,8
1403,27,Sales,10,3,Marketing,Female,Sales Executive,2,Married,5769,7100,1,1,80,0,6,6,2,4,4
1405,27,Research & Development,17,4,Life Sciences,Female,Research Scientist,1,Single,2394,25681,1,1,80,0,8,8,2,7,7
1407,26,Research & Development,2,1,Medical,Male,Research Scientist,1,Single,3904,4050,0,1,80,0,5,4,3,1,1
1408,42,Human Resources,10,3,Human Resources,Female,Manager,4,Married,16799,16616,0,1,80,1,21,20,7,0,9
1409,52,Research & Development,8,4,Other,Female,Laboratory Technician,1,Married,2950,17363,9,1,80,0,12,5,4,0,4
1411,37,Research & Development,11,3,Medical,Female,Laboratory Technician,1,Single,3629,19106,4,1,80,0,8,3,2,0,2
1412,35,Research & Development,18,2,Life Sciences,Male,Manufacturing Director,3,Single,9362,19944,2,1,80,0,10,2,2,2,2
1415,25,Research & Development,1,3,Technical Degree,Male,Laboratory Technician,1,Married,3229,4910,4,1,80,1,7,3,2,0,2
1417,26,Research & Development,7,3,Other,Male,Laboratory Technician,1,Single,3578,23577,0,1,80,0,8,7,7,0,7
1419,29,Human Resources,17,3,Other,Male,Human Resources,3,Single,7988,9769,1,1,80,0,10,10,9,0,9
1420,49,Research & Development,28,2,Life Sciences,Male,Laboratory Technician,2,Single,4284,22710,3,1,80,0,20,4,3,1,3
1421,29,Research & Development,14,1,Other,Female,Healthcare Representative,3,Single,7553,22930,0,1,80,0,9,8,7,7,7
1422,54,Research & Development,1,3,Medical,Female,Research Director,4,Single,17328,5652,6,1,80,0,29,20,7,12,7
1423,58,Research & Development,1,3,Medical,Female,Research Director,5,Married,19701,22456,3,1,80,1,32,9,8,1,5
1424,55,Research & Development,1,4,Medical,Male,Research Director,4,Divorced,14732,12414,2,1,80,2,31,7,7,0,0
1425,36,Sales,3,4,Marketing,Female,Sales Executive,2,Single,9278,20763,3,1,80,0,15,5,4,0,1
1427,31,Sales,1,4,Life Sciences,Female,Sales Representative,1,Single,1359,16154,1,1,80,0,1,1,0,0,0
1428,30,Sales,7,4,Marketing,Female,Sales Executive,2,Divorced,4779,12761,7,1,80,2,8,3,2,0,2
1430,31,Research & Development,8,5,Life Sciences,Female,Research Director,4,Single,16422,8847,3,1,80,0,9,3,2,1,0
1431,34,Research & Development,1,4,Other,Male,Research Scientist,1,Divorced,2996,20284,5,1,80,2,10,4,3,1,3
1433,31,Research & Development,8,3,Life Sciences,Female,Research Scientist,1,Single,1261,22262,1,1,80,0,1,1,0,0,0
1434,27,Research & Development,11,1,Life Sciences,Male,Laboratory Technician,1,Married,2099,7679,0,1,80,0,6,5,0,1,4
1435,36,Research & Development,4,4,Life Sciences,Male,Laboratory Technician,2,Single,5810,22604,1,1,80,0,10,10,4,1,8
1436,36,Sales,16,4,Marketing,Female,Sales Executive,2,Married,5647,13494,4,1,80,2,11,3,2,0,2
1438,47,Research & Development,1,3,Technical Degree,Male,Research Scientist,1,Married,3420,10205,7,1,80,1,17,6,5,1,2
1439,25,Sales,9,2,Life Sciences,Male,Sales Representative,1,Married,4400,15182,3,1,80,0,6,3,2,2,2
1440,37,Research & Development,5,2,Technical Degree,Male,Laboratory Technician,1,Single,3500,25470,0,1,80,0,7,6,5,1,3
1441,56,Research & Development,1,2,Life Sciences,Female,Research Scientist,1,Married,2066,10494,2,1,80,1,5,3,2,1,0
1443,47,Research & Development,2,4,Medical,Female,Research Director,4,Married,17169,26703,3,1,80,2,26,20,17,5,6
1445,24,Sales,4,1,Medical,Female,Sales Executive,2,Married,4162,15211,1,1,80,2,5,5,4,0,3
1446,32,Sales,7,5,Marketing,Male,Sales Executive,2,Married,9204,23343,4,1,80,1,7,4,3,0,3
1447,34,Research & Development,1,3,Life Sciences,Female,Laboratory Technician,1,Married,3294,3708,5,1,80,1,7,5,4,0,2
1448,41,Research & Development,5,5,Medical,Male,Research Scientist,1,Married,2127,5561,2,1,80,0,7,4,2,0,3
1449,40,Research & Development,9,4,Other,Male,Laboratory Technician,2,Divorced,3975,23099,3,1,80,2,11,8,7,0,7
1453,31,Sales,8,2,Life Sciences,Male,Sales Executive,3,Divorced,10793,8386,1,1,80,1,13,13,7,9,9
1457,46,Sales,9,3,Marketing,Male,Sales Executive,3,Divorced,10096,15986,4,1,80,1,28,7,7,4,3
1458,39,Research & Development,2,3,Life Sciences,Female,Laboratory Technician,1,Single,3646,17181,2,1,80,0,11,1,0,0,0
1459,31,Research & Development,1,5,Life Sciences,Female,Manufacturing Director,3,Single,7446,8931,1,1,80,0,10,10,8,4,7
1460,45,Research & Development,20,3,Medical,Male,Healthcare Representative,3,Divorced,10851,19863,2,1,80,1,24,7,7,0,7
1461,31,Human Resources,8,2,Medical,Female,Human Resources,1,Single,2109,24609,9,1,80,0,8,3,2,0,2
1464,31,Research & Development,2,3,Life Sciences,Male,Laboratory Technician,1,Married,3722,21081,6,1,80,1,7,2,2,2,2
1465,45,Research & Development,29,3,Technical Degree,Male,Manufacturing Director,3,Married,9380,14720,4,1,80,2,10,3,1,1,2
1466,48,Sales,7,3,Marketing,Male,Sales Executive,2,Divorced,5486,24795,4,1,80,3,15,2,2,2,2
1467,34,Human Resources,9,4,Technical Degree,Female,Human Resources,1,Married,2742,3072,1,1,80,0,2,2,2,2,2
1468,40,Research & Development,8,1,Medical,Male,Research Director,3,Divorced,13757,25178,2,1,80,1,16,9,8,4,8
1469,28,Sales,5,3,Medical,Male,Sales Executive,2,Single,8463,23490,0,1,80,0,6,5,4,1,3
1471,44,Research & Development,5,3,Life Sciences,Male,Laboratory Technician,1,Single,3162,7973,3,1,80,0,7,5,2,0,3
1472,53,Research & Development,2,3,Medical,Male,Research Director,4,Single,16598,19764,4,1,80,0,35,9,8,8,8
1473,49,Research & Development,5,4,Technical Degree,Male,Healthcare Representative,2,Married,6651,21534,2,1,80,1,20,3,2,1,2
1474,40,Research & Development,2,3,Medical,Male,Research Scientist,1,Divorced,2345,8045,2,1,80,1,8,3,1,1,2
1475,44,Research & Development,20,3,Life Sciences,Male,Research Scientist,1,Single,3420,21158,1,1,80,0,6,5,2,1,3
1477,33,Sales,7,3,Medical,Male,Sales Executive,2,Married,4373,17456,0,1,80,2,5,4,3,0,3
1478,34,Sales,3,3,Other,Male,Sales Executive,2,Single,4759,15891,3,1,80,0,15,13,9,3,12
1479,30,Sales,16,1,Life Sciences,Male,Sales Executive,2,Married,5301,2939,8,1,80,2,4,2,1,2,2
1480,42,Research & Development,9,2,Medical,Female,Laboratory Technician,1,Single,3673,16458,1,1,80,0,12,12,9,5,8
1481,44,Sales,1,5,Marketing,Female,Sales Executive,2,Married,4768,9282,7,1,80,1,11,1,0,0,0
1482,30,Research & Development,7,3,Technical Degree,Male,Research Scientist,1,Divorced,1274,7152,1,1,80,2,1,1,0,0,0
1483,57,Research & Development,1,2,Life Sciences,Male,Research Scientist,2,Married,4900,2721,0,1,80,1,13,12,9,2,8
1484,49,Research & Development,7,4,Life Sciences,Male,Healthcare Representative,3,Divorced,10466,20948,3,1,80,2,29,8,7,0,7
1485,34,Research & Development,15,3,Medical,Male,Research Director,4,Divorced,17007,11929,7,1,80,2,16,14,8,6,9
1486,28,Sales,1,3,Technical Degree,Male,Sales Representative,1,Married,2909,15747,3,1,80,1,5,3,2,1,2
1487,29,Sales,13,3,Technical Degree,Female,Sales Executive,2,Single,5765,17485,5,1,80,0,7,5,3,0,0
1489,34,Sales,24,4,Medical,Female,Sales Executive,2,Single,4599,7815,0,1,80,0,16,15,9,10,10
1492,35,Sales,7,1,Life Sciences,Male,Sales Representative,1,Married,2404,16192,1,1,80,1,1,1,0,0,0
1494,24,Research & Development,9,3,Medical,Male,Laboratory Technician,1,Single,3172,16998,2,1,80,0,4,0,0,0,0
1495,24,Sales,13,2,Life Sciences,Female,Sales Representative,1,Married,2033,7103,1,1,80,1,1,1,0,0,0
1496,44,Research & Development,2,1,Medical,Male,Manufacturing Director,3,Single,10209,19719,5,1,80,0,16,2,2,2,2
1497,29,Sales,19,3,Life Sciences,Male,Sales Executive,2,Divorced,8620,23757,1,1,80,2,10,10,7,0,4
1499,30,Human Resources,1,3,Life Sciences,Male,Human Resources,1,Divorced,2064,15428,0,1,80,1,6,5,3,1,3
1501,55,Research & Development,4,4,Life Sciences,Male,Healthcare Representative,2,Married,4035,16143,0,1,80,0,4,3,2,1,2
1502,33,Research & Development,4,4,Medical,Female,Laboratory Technician,1,Married,3838,8192,8,1,80,0,8,5,4,0,2
1503,47,Sales,14,3,Medical,Female,Sales Executive,2,Married,4591,24200,3,1,80,1,11,5,4,1,2
1504,28,Research & Development,2,2,Medical,Male,Laboratory Technician,1,Single,2561,5355,7,1,80,0,8,0,0,0,0
1506,28,Research & Development,1,3,Life Sciences,Male,Research Scientist,1,Divorced,1563,12530,1,1,80,1,1,1,0,0,0
1507,28,Sales,7,3,Life Sciences,Male,Sales Executive,2,Single,4898,11827,0,1,80,0,5,4,2,1,3
1509,49,Research & Development,3,2,Medical,Female,Laboratory Technician,2,Married,4789,23070,4,1,80,1,10,3,2,1,2
1513,29,Research & Development,2,1,Life Sciences,Female,Laboratory Technician,1,Married,3180,4668,0,1,80,3,4,3,2,0,2
1514,28,Research & Development,29,1,Life Sciences,Male,Manufacturing Director,2,Married,6549,3173,1,1,80,2,8,8,6,1,7
1515,33,Research & Development,8,5,Life Sciences,Male,Healthcare Representative,2,Single,6388,22049,2,1,80,0,14,0,0,0,0
1516,32,Research & Development,10,3,Medical,Male,Manager,3,Single,11244,21072,2,1,80,0,10,5,2,0,0
1520,54,Research & Development,11,4,Medical,Female,Manager,4,Divorced,16032,24456,3,1,80,1,26,14,9,1,12
1522,29,Research & Development,1,4,Technical Degree,Male,Research Scientist,1,Single,2362,7568,6,1,80,0,11,9,7,0,7
1523,44,Research & Development,28,3,Life Sciences,Male,Research Director,4,Married,16328,22074,3,1,80,1,24,20,6,14,17
1525,39,Research & Development,6,3,Life Sciences,Female,Manufacturing Director,3,Single,8376,9150,4,1,80,0,9,2,0,2,2
1527,46,Sales,3,3,Life Sciences,Female,Manager,4,Married,16606,11380,8,1,80,1,23,13,12,5,1
1529,35,Research & Development,16,3,Life Sciences,Female,Healthcare Representative,3,Single,8606,21195,1,1,80,0,11,11,8,3,3
1533,23,Research & Development,20,1,Life Sciences,Male,Laboratory Technician,2,Single,2272,24812,0,1,80,0,5,4,3,1,2
1534,40,Research & Development,9,4,Life Sciences,Male,Laboratory Technician,1,Single,2018,21831,3,1,80,0,15,5,4,1,0
1535,34,Sales,1,3,Technical Degree,Male,Sales Executive,3,Married,7083,12288,1,1,80,0,10,10,9,8,6
1537,31,Research & Development,3,3,Life Sciences,Female,Research Scientist,1,Single,4084,4156,1,1,80,0,7,7,2,7,7
1539,50,Research & Development,22,5,Medical,Male,Research Director,4,Single,14411,24450,1,1,80,0,32,32,6,13,9
1541,34,Sales,7,2,Technical Degree,Male,Sales Representative,1,Married,2308,4944,0,1,80,1,12,11,10,5,7
1542,42,Research & Development,2,3,Medical,Male,Laboratory Technician,1,Married,4841,24052,4,1,80,1,4,1,0,0,0
1543,37,Research & Development,13,3,Medical,Male,Research Scientist,2,Married,4285,3031,1,1,80,0,10,10,8,3,7
1544,29,Research & Development,8,1,Other,Female,Healthcare Representative,2,Married,9715,7288,3,1,80,1,9,7,7,0,7
1545,33,Research & Development,25,3,Life Sciences,Male,Manufacturing Director,2,Single,4320,24152,1,1,80,0,5,5,3,0,2
1546,45,Research & Development,28,3,Technical Degree,Male,Research Scientist,1,Married,2132,4585,4,1,80,1,8,5,4,0,3
1547,42,Research & Development,2,3,Life Sciences,Male,Healthcare Representative,3,Married,10124,18611,2,1,80,1,24,20,8,13,9
1548,40,Sales,9,2,Medical,Male,Sales Executive,2,Married,5473,19345,0,1,80,0,9,8,4,7,1
1549,33,Research & Development,28,4,Life Sciences,Male,Laboratory Technician,2,Married,5207,22949,1,1,80,1,15,15,14,5,7
1550,40,Human Resources,6,2,Medical,Male,Manager,4,Single,16437,17381,1,1,80,0,21,21,7,7,7
1551,24,Research & Development,21,2,Technical Degree,Male,Laboratory Technician,1,Divorced,2296,10036,0,1,80,3,2,1,1,0,0
1552,40,Research & Development,8,2,Life Sciences,Male,Healthcare Representative,2,Divorced,4069,8841,3,1,80,0,8,2,2,2,2
1553,45,Research & Development,1,4,Technical Degree,Male,Healthcare Representative,3,Divorced,7441,20933,1,1,80,3,10,10,8,7,7
1554,35,Sales,28,4,Life Sciences,Female,Sales Representative,1,Married,2430,26204,0,1,80,2,6,5,3,4,2
1555,32,Research & Development,5,2,Life Sciences,Female,Research Scientist,2,Married,5878,15624,3,1,80,1,12,7,1,2,5
1556,36,Sales,2,4,Life Sciences,Male,Sales Representative,1,Single,2644,17001,3,1,80,0,7,3,2,1,2
1557,48,Sales,16,4,Life Sciences,Female,Sales Executive,2,Divorced,6439,13693,8,1,80,1,18,8,7,7,7
1558,29,Research & Development,9,3,Life Sciences,Male,Research Scientist,1,Married,2451,22376,6,1,80,2,5,1,0,0,0
1560,33,Sales,8,4,Life Sciences,Male,Sales Executive,2,Married,6392,10589,2,1,80,1,8,2,2,2,2
1562,30,Sales,1,3,Life Sciences,Male,Sales Executive,2,Married,9714,5323,1,1,80,1,10,10,8,6,7
1563,38,Human Resources,10,4,Human Resources,Male,Human Resources,2,Married,6077,14814,3,1,80,0,10,6,3,1,2
1564,35,Research & Development,1,3,Medical,Male,Laboratory Technician,1,Single,2450,21731,1,1,80,0,3,3,0,1,2
1568,30,Sales,29,4,Technical Degree,Male,Sales Executive,3,Married,9250,17799,3,1,80,1,9,4,2,1,3
1569,35,Research & Development,2,3,Life Sciences,Female,Laboratory Technician,1,Divorced,2074,26619,1,1,80,1,1,1,0,0,0
1572,53,Research & Development,2,5,Technical Degree,Female,Manufacturing Director,3,Married,10169,14618,0,1,80,1,34,33,7,1,9
1573,38,Research & Development,2,3,Medical,Male,Manufacturing Director,2,Married,4855,7653,4,1,80,2,7,5,2,1,4
1574,32,Research & Development,1,4,Technical Degree,Male,Research Scientist,2,Married,4087,25174,4,1,80,1,9,6,5,1,2
1576,48,Research & Development,15,4,Other,Female,Research Scientist,1,Married,2367,16530,8,1,80,1,10,8,2,7,6
1577,34,Research & Development,7,4,Medical,Male,Research Scientist,1,Single,2972,22061,1,1,80,0,1,1,0,0,0
1578,55,Sales,26,5,Marketing,Male,Manager,5,Married,19586,23037,1,1,80,1,36,36,6,2,13
1580,34,Research & Development,1,4,Life Sciences,Male,Research Scientist,2,Married,5484,13008,9,1,80,1,9,2,2,2,1
1581,26,Research & Development,3,3,Life Sciences,Female,Research Scientist,1,Married,2061,11133,1,1,80,0,1,1,0,0,0
1582,38,Sales,14,3,Life Sciences,Male,Sales Executive,2,Married,9924,12355,0,1,80,1,10,9,8,7,7
1583,38,Sales,16,3,Life Sciences,Female,Sales Executive,2,Single,4198,16379,2,1,80,0,8,3,2,1,2
1585,36,Sales,1,4,Life Sciences,Female,Sales Executive,2,Single,6815,21447,6,1,80,0,15,1,0,0,0
1586,29,Research & Development,3,1,Medical,Male,Laboratory Technician,1,Single,4723,16213,1,1,80,0,10,10,9,1,5
1587,35,Research & Development,10,4,Medical,Female,Healthcare Representative,2,Single,6142,4223,3,1,80,0,10,5,2,0,4
1588,39,Sales,6,3,Medical,Male,Sales Executive,3,Married,8237,4658,2,1,80,1,11,7,6,7,6
1590,29,Research & Development,2,1,Life Sciences,Male,Healthcare Representative,2,Divorced,8853,24483,1,1,80,1,6,6,4,1,3
1591,50,Sales,9,3,Marketing,Male,Manager,5,Married,19331,19519,4,1,80,1,27,1,0,0,0
1592,23,Research & Development,10,3,Technical Degree,Male,Research Scientist,1,Married,2073,12826,2,1,80,1,4,2,2,2,2
1594,36,Research & Development,6,4,Life Sciences,Male,Laboratory Technician,2,Married,5562,19711,3,1,80,1,9,3,2,0,2
1595,42,Research & Development,9,2,Other,Male,Manager,5,Single,19613,26362,8,1,80,0,24,1,0,0,1
1596,35,Research & Development,28,3,Life Sciences,Male,Laboratory Technician,2,Married,3407,25348,1,1,80,2,10,10,9,6,8
1597,34,Research & Development,10,4,Technical Degree,Male,Healthcare Representative,2,Married,5063,15332,1,1,80,1,8,8,2,7,7
1598,40,Sales,14,2,Life Sciences,Female,Sales Executive,2,Married,4639,11262,1,1,80,1,5,5,4,1,2
1599,43,Research & Development,27,3,Technical Degree,Male,Laboratory Technician,1,Divorced,4876,5855,5,1,80,1,8,6,4,0,2
1601,35,Research & Development,7,2,Life Sciences,Male,Laboratory Technician,1,Married,2690,7713,1,1,80,1,1,1,0,0,1
1602,46,Sales,1,4,Life Sciences,Male,Manager,4,Single,17567,3156,1,1,80,0,27,26,0,0,12
1604,28,Research & Development,24,3,Medical,Male,Laboratory Technician,1,Married,2408,7324,1,1,80,3,1,1,1,0,0
1605,22,Research & Development,26,2,Other,Female,Research Scientist,1,Married,2814,10293,1,1,80,0,4,4,2,1,3
1606,50,Research & Development,20,5,Medical,Male,Healthcare Representative,4,Married,11245,20689,2,1,80,1,32,30,8,12,13
1607,32,Research & Development,5,4,Other,Female,Research Scientist,1,Married,3312,18783,3,1,80,2,6,3,2,0,2
1608,44,Research & Development,7,3,Medical,Female,Research Director,5,Divorced,19049,3549,0,1,80,1,23,22,7,1,10
1609,30,Research & Development,7,3,Medical,Male,Research Scientist,1,Married,2141,5348,1,1,80,1,6,6,4,1,1
1611,45,Research & Development,5,5,Medical,Female,Laboratory Technician,2,Single,5769,23447,1,1,80,0,10,10,7,1,4
1612,45,Sales,26,3,Marketing,Male,Sales Executive,2,Married,4385,24162,1,1,80,1,10,10,7,4,5
1613,31,Sales,2,4,Other,Male,Sales Executive,2,Single,5332,21602,7,1,80,0,10,5,2,0,3
1614,36,Research & Development,12,4,Life Sciences,Female,Manufacturing Director,2,Married,4663,12421,9,1,80,2,7,3,2,1,1
1615,34,Research & Development,10,4,Life Sciences,Male,Manufacturing Director,2,Divorced,4724,17000,1,1,80,1,9,9,7,7,2
1617,49,Research & Development,25,4,Life Sciences,Female,Laboratory Technician,1,Married,3211,22102,1,1,80,1,10,9,6,1,4
1618,39,Research & Development,10,5,Medical,Male,Manufacturing Director,2,Married,5377,3835,2,1,80,3,10,7,7,7,7
1619,27,Research & Development,19,3,Other,Male,Laboratory Technician,1,Divorced,4066,16290,1,1,80,2,7,7,7,0,7
1621,35,Research & Development,18,5,Life Sciences,Male,Research Scientist,2,Married,5208,26312,1,1,80,0,16,16,15,1,10
1622,28,Research & Development,27,3,Medical,Female,Manufacturing Director,2,Divorced,4877,20460,0,1,80,1,6,5,3,0,0
1623,21,Research & Development,5,1,Medical,Male,Research Scientist,1,Single,3117,26009,1,1,80,0,3,2,2,2,2
1624,18,Sales,3,2,Medical,Female,Sales Representative,1,Single,1569,18420,1,1,80,0,0,0,0,0,0
1625,47,Human Resources,26,4,Life Sciences,Female,Manager,5,Married,19658,5220,3,1,80,1,27,5,2,1,0
1627,39,Research & Development,3,2,Medical,Male,Laboratory Technician,2,Divorced,3069,10302,0,1,80,1,11,10,8,0,7
1628,40,Research & Development,15,3,Life Sciences,Female,Manufacturing Director,3,Married,10435,25800,1,1,80,2,18,18,15,14,12
1630,35,Research & Development,8,4,Life Sciences,Female,Healthcare Representative,2,Married,4148,12250,1,1,80,1,15,14,11,2,9
1631,37,Research & Development,19,3,Life Sciences,Male,Manufacturing Director,2,Married,5768,26493,3,1,80,3,9,4,3,0,2
1633,39,Research & Development,4,3,Medical,Female,Manufacturing Director,2,Single,5042,3140,0,1,80,0,10,9,2,3,8
1635,45,Research & Development,2,2,Other,Female,Manufacturing Director,2,Divorced,5770,5388,1,1,80,2,10,10,7,3,9
1638,38,Research & Development,2,2,Medical,Female,Manufacturing Director,3,Married,7756,14199,3,1,80,1,10,5,4,0,2
1639,35,Sales,10,3,Medical,Male,Sales Executive,3,Married,10306,21530,9,1,80,0,15,13,12,6,0
1640,37,Research & Development,10,3,Medical,Female,Research Scientist,1,Married,3936,9953,1,1,80,1,8,8,4,7,7
1641,40,Research & Development,16,3,Life Sciences,Female,Manufacturing Director,3,Single,7945,19948,6,1,80,0,18,4,2,3,3
